paper,case.study,old.case.study,new.case.study,efres.division.code,efres.group.code,efres.division,efres.group,efres.class,variable,sign,country,country2,continent,experiment.type,system.type,exper.system,experiment.design,other.fb,taxa,genera,order,origin,size.area,tank.size,water.volume,water.depth,sediment.depth,chlorophyll,nitrogen,phosphorous,carbon,o2,temperature,pH,soft.tissue,dry.weight,weight.g.m2,total.weight,number.fb,density.fb.volume,density.fb.area,length,test,significant,N_effect,X_effect,S_effect,SE_effect,N_ctr,X_ctr,S_ctr,SE_ctr,mul.out,yi,vi
P2061,P2061.2,P2061.2.6,P2061.1,1,1.3,organisms,algae,,Algae.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,207000000,na,na,6.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.625,anova,Y,30,1.15,0.8573,0.35,20,0.75,0.2,0.1,2061.1,1.100386475,0.174061784
P2389,P2389.1,na,P2389.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,5.55,na,na,na,0.0105,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,80,3.2,1.1,0.246,76,4.6,1.8,0.4129,2389.1,0.084758243,0.047475616
P1979,P1079.2,na,P1079.2,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,206700000,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mann.whitney,Y,3,1.7,0.7,0.4041,17,5.4,2.3,0.5578,na,1.62480381,0.425716673
P268,P268.1,P268.1.1,P268.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,Canada,Canada,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,722000000,na,na,14.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,anova,Y,39,0.78,0.2163,0.06,42,1.85,1.1225,0.3,268.1,1.774092761,0.101693998
P1188,P1188.2,P1188.2.1,P1188.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,Canada,Canada,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,na,na,0,na,11.12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,95,22.2859,0.2338,0.024,95,23.3379,0.2419,0.0248,na,4.40464889,0.071939855
P2000,P2000.2,P2000.2,P2000.2,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,9.5,na,0.0049,na,na,na,na,25,8.3,na,na,na,na,na,na,na,na,na,na,15,1.2578,1.2697,0.3278,1,7.8222,0,0,na,4.888037976,1.700130186
P3147,P3147.2,P3147.2.3,P3147.2,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,na,85,na,0.0009,na,0.0029,na,na,na,na,na,na,na,na,na,na,na,na,mann.whitney,N,5,0.81,0.32,0.1431,2,6.08,1.65,1.1667,na,5.607176016,2.742143383
P1957,P1957.1,P1957.1.,P1957.1,1,1.3,organisms,algae,,Diatom.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,3,593,19,11,8,4990,1157,409,na,3.939676345,1.088631511
P2364,P2364.1,P2364.1,P2364.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,Y,Dreissena.spp,Dreissena,Myida,non.native,na,na,na,5.28,na,0,na,0.01,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,100,4.23,1.85,0.37,100,3.33,1.15,0.23,2364.1,0.654989889,0.035891145
P2000,P2000.2,P2000.2.2,P2000.2,1,1.3,organisms,algae,,Diatom.density.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Several,Several,Myida,non.native,na,na,na,9.5,na,0,na,na,na,na,25,8.3,na,na,na,na,na,na,na,na,na,na,93,727.45,698.5,25.9,6,654.93,0,0,2000.2,-3.809831994,0.758776705
P2584,P2584.1,P2584.1.4,P2584.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Lab,Lake,LakeLab,Independent,N,Several,Several,Several,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38,298.28,40.1303,6.51,118,173.93,21.291,1.96,na,-4.575815752,0.101561038
P2585,P2585.1,P2585.1.2,P2585.1,1,1.3,organisms,algae,,Filtration.rate.system,1,USA,USA,NorthAm,Lab,Lake,LakeLab,Repeated,N,Several,Several,Several,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38,1.09,2.2808,0.37,118,0.33,0.5431,0.05,na,0.622946681,0.035695566
P1424,P1424.1,P1424.1.1,P1424.1,1,1.3,organisms,algae,,Algae.density.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.0116,na,na,na,na,na,na,na,na,23.8,na,na,na,na,na,8,na,685.87,na,friedman,Y,30,3.1,3.29,0.6,30,0.6,0.3,0.0548,na,-1.056291802,0.074244246
P3070,P3070.2,P3070.2.1.,P3070.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Elliptio.complanata,Elliptio,Unionida,native,na,500,na,na,na,0.000275,na,1.695,na,11.735,24.15,7.535,na,na,na,na,75,na,na,na,t.test,Y,48,1.3756,0.5124,0.1281,48,0.07,0.08,0.02,3070.1,-2.312403135,0.10581811
P5051,P5051.2,P5051.2.1,P5051.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,2827,1,na,1.8,na,0.00267,na,0.0137,na,5.5,25.7,7.5,na,1.2,na,na,162,na,0.229,1.22,anova,Y,4,0.59,0.2125,0.1063,1,0.38,0,0,na,-0.718716578,0.712812377
P2117,P2117.1,P2117.1.1,P2117.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4,na,0,0.016,na,na,na,na,18,na,na,na,na,na,na,na,600,2.2,duncan,Y,24,0.9232,0.3046,0.1243,24,6.9852,4.0834,1.667,2117.1,2.046177345,0.200733443
P4489,P4489.1,P4489.1.2,P4489.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.02,na,4,na,na,na,na,na,na,na,na,na,na,na,na,0.01,na,4255,2.35,anova,Y,10,700,503.12,225,10,90,145.34,65,4489.1,0.922770251,0.240099443
P898,P898.1,P898.1.1,P898.1,1,1.3,organisms,algae,,Phytoplankton.abundance.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Several,Several,Several,non.native,1404000000,na,570,na,0.08,na,0.13,0.00456,na,6.8,na,7.7,na,na,na,na,na,na,152,1,na,na,4,5.7546,2.8381,1.4191,4,3.4903,2.0201,1.0101,na,0.79931915,0.418003778
P3162,P3162.5,na,P3162.1,1,1.3,organisms,algae,,Phytoplankton.concentration.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,200,na,na,na,na,na,na,na,20,na,na,na,na,na,50,0.25,na,na,anova,Y,8,0.02,0.06,0.03,8,0.21,0.2,0.1,3162.1,-1.19142894,0.291933613
P4133,P4133.1,na,P4133.1,1,1.3,organisms,algae,,Microcystin.concentration.FB,1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,3.15,25000,12,na,na,na,0.015,na,na,na,na,na,na,na,na,na,0.42,3333.33,1.8,anova,Y,5,21.8,13.42,6,5,7,4.4721,2,na,1.336453221,0.415632104
P1229,P1229.1,P1229.1.1,P1229.1,1,1.3,organisms,algae,,Algae.biomass.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,18,na,na,na,0.568,0.025,na,na,23,na,na,na,na,na,9,0.5,na,na,na,na,12,500,5,2.8868,12,1500,50,28.8675,1229.1,13.09808615,11.43297013
P1865,p1865.1,P1865.1.3,P1865.1,1,1.3,organisms,algae,,Algae.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Elliptio.complanata,Elliptio,Unionida,native,na,na,10,na,na,na,na,na,na,na,21.5,na,na,na,na,123,11,1.13,na,10.4,na,na,9,1.6,0.3,0.1,9,8.2,0.3,0.1,na,20.95238095,12.39606954
P3098,P3098.1,P3098.1.1,P3098.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,Canada,Canada,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,40,na,na,na,na,0.05,na,na,21.5,na,na,na,na,na,10,0.25,na,2.25,anova,Y,6,16,1.72,1.2162,3,0,0,0,3098.1,0,0
P330,P330.2,P330.2.1,P330.2,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,37,na,0.04,0.1039,na,0.174,na,na,na,na,na,na,na,na,na,na,296.75,2.2,duncan,Y,3,1.1,0.7,0.4041,9,551,513,171,na,1.106264952,0.429690814
P2119,P2119.1,na,P2119.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4,na,0.08,na,na,na,na,na,18,na,na,na,na,na,23,5.75,na,2.1,anova,Y,3,2,0.0866,0.05,3,38,6.9282,4,na,5.878318924,3.306219448
P4471,P4471.1,P4471.1.3,P4471.1,1,1.3,organisms,algae,,Chl.density.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Dreissena.spp,Dreissena,Myida,non.native,225,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,30800,na,na,na,na,na,12,5.9,2.771,0.8,5,0.05,0.0224,0.01,na,-2.339911774,0.416287237
P4798,P4798.1,P4798.1.5,P4798.4,1,1.3,organisms,algae,,Clearance.rate.flux.system,1,Canada,Canada,NorthAm,Lab,na,Lab,Independent,Y,Strophitus.undulatus,Strophitus,Unionida,native,na,0.29,12,0.035,0.145,na,na,na,na,10.55,18,9.31,na,na,na,na,10,0.833333333,na,5.55,na,na,6,0.1411,0.0452,0.0261,10,5.5085,3.178,1.0593,4798.4,0.12468198,0.444967319
P4798,P4798.1,P4798.1.2,P4798.2,1,1.3,organisms,algae,,Clearance.rate.flux.system,1,Canada,Canada,NorthAm,Lab,na,Lab,Independent,Y,Elliptio.dilatata,Elliptio,Unionida,native,na,0.29,12,0.035,0.145,na,na,na,na,13.21,18,9.85,na,na,na,na,30,2.5,na,5.2,na,na,12,0.6723,0.198,0.1143,38,175,675,225,4798.2,0.220779783,0.304818857
P4798,P4798.1,P4798.1.4,P4798.3,1,1.3,organisms,algae,,Clearance.rate.flux.system,1,Canada,Canada,NorthAm,Lab,na,Lab,Independent,Y,Fusconaia.flava,Fusconaia,Unionida,native,na,0.29,12,0.035,0.145,na,na,na,na,10.55,18,9.31,na,na,na,na,34,2.833333333,na,4.64,na,na,6,0.1769,0.0229,0.0132,10,408.3333,437.5,145.8333,4798.3,0.664330267,0.461636457
P4798,P4798.1,P4798.1.1,P4798.1,1,1.3,organisms,algae,,Clearance.rate.flux.system,1,Canada,Canada,NorthAm,Lab,na,Lab,Independent,Y,Elliptio.complanata,Elliptio,Unionida,native,na,0.29,12,0.035,0.145,na,na,na,na,11.39,18,7.45,na,na,na,na,34,2.833333333,na,4.64,na,na,6,0.3435,0.1237,0.0714,2,0,0,0,4798.1,1.524284472,0.45388422
P1087,P1087.1,P1087.1.5,P1087.1,1,1.3,organisms,algae,,Algae.content.removal.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,19,na,na,0.00037,na,na,na,na,6,na,na,na,na,na,15,0.789,na,2.22,na,na,8,62.5,19.8,9.9,6,0,0,0,1087.1,2.130375926,0.524653587
P311,P311.1,na,P311.1,1,1.3,organisms,algae,,Chl.clearance.rate.FB,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,19,na,na,na,na,na,na,na,na,na,na,na,na,na,212,11.15789474,na,1.15,na,na,6,58,3,1.2247,6,0,0,0,na,25.23827281,26.82445759
P3071,P3071.1,P3071.1.1,P3071.1,1,1.3,organisms,algae,,Clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Elliptio.complanata,Elliptio,Unionida,native,na,na,2,na,na,na,na,na,na,8.9,18.2,7.95,na,na,na,na,6,0.5,na,7.6,na,na,18,0.0814,0.1047,0.0604,92,0.96,0.64,0.1595,3071.1,-0.160928702,0.151638376
P245,P245.10,na,P245.1,1,1.3,organisms,algae,,Clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,0.2,na,na,na,na,na,na,na,16,na,na,na,na,na,na,na,na,na,na,na,120,95.52,35.3859,11.19,24,11.19,3.1678,2.24,245.1,-0.098845594,0.195274142
P1978,P1978.1,P1978.1.1,P1978.1,1,1.3,organisms,algae,,Clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,4,0.14,na,na,na,na,na,na,17,na,na,na,na,na,40,10,na,1,na,na,18,58,5.1962,3,6,0,0,0,1978.1,3.670157405,0.829580254
P4803,P4803.3,P4803.3.3,P4803.2,1,1.3,organisms,algae,,Clearance.rate.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,na,na,na,0.00349,na,na,na,na,1,na,na,na,18.06,na,4.5,na,na,2.09,na,na,44,35.18,6.76,3.38,21,0,0,0,4803.2,7.796879499,2.017146178
P4803,P4803.2,P4803.2.1,P4803.1,1,1.3,organisms,algae,,Clearance.rate.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,0.0022,na,na,na,na,3,na,na,na,12.4,na,4.5,na,na,1.7,na,na,4,32.21,1,0.5,2,0,0,0,na,29.75432347,74.25664711
P1865,p1865.1,P1865.1.2,P1865.2,1,1.3,organisms,algae,,Cyanobacteria.removal.rate.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Elliptio.complanata,Elliptio,Unionida,native,na,na,10,na,na,na,na,na,na,na,21.5,na,na,na,na,123,11,1.13,na,10.4,na,na,9,2.7,0.3,0.1,9,10,0.3,0.1,na,-23.17460317,15.11995745
P3391,P3391.1,na,P3391.1,1,1.3,organisms,algae,,Algae.concentration.system,-1,USA,USA,NorthAm,Meso,na,Meso,Independent,N,Fusconaia.cerina,Fusconaia,Unionida,native,na,na,164,0.4,na,0,0.00364,na,na,na,22.5,na,na,8,na,na,8,0.048,30,na,tukey,Y,18,88.1,25.9646,10.6,18,36.2,9.2836,3.79,3391.1,-1.574577029,0.200587946
P4440,P4440.4,P4440.4.1,P4440.2,1,1.3,organisms,algae,,Chl.concentration.FB,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,Y,Ortmanniana.ligamentina,Ortmanniana,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,7.79,na,na,na,10,na,40,na,na,na,10,0.082,0.038,0.017,10,0.0008,0,0,4440.2,-2.448339045,0.393276995
P4440,P4440.4,P4440.4.2,P4440.3,1,1.3,organisms,algae,,Chl.concentration.FB,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,Y,Amblema.plicata,Amblema,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,4.02,na,na,na,10,na,40,na,na,na,10,0.105,0.0447,0.02,10,0.008,0.0011,0.0005,4440.3,-2.398943888,0.387316598
P4440,P4440.2,"P4440.2,1",P4440.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,River,RiverField,Repeated,Y,Several,Several,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,5.91,na,na,na,10,na,40,na,anova,N,10,0.022,0.0089,0.004,20,15.2,4,1.2649,4440.1,2.608530693,0.357124985
P1242,P1242.1,P1242.1.1,P1242.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,River,RiverField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,2250000000,na,na,na,na,0.05,na,0.08,na,8.7,na,8.1,na,na,na,na,na,na,na,na,manova,Y,9,4,1,0.3333,13,46,11,3.0509,na,4.72905496,0.682296107
P707,P707.1,P707.1,P707.1,1,1.3,organisms,algae,,Chl.concentration.system,-1,USA,USA,NorthAm,Field,River,RiverField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,34000000000,na,na,7,na,na,na,na,na,na,22,na,na,na,na,na,na,na,na,na,na,na,63,4.4679,2.902,0.3656,16,138,22,5.5,na,13.15275545,1.171753691
P3963,P3963.3,P3963.3.1,P3963.2,1,1.3,organisms,algae,,Algae.content.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,36.7,1.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3800,1.7,t.test,Y,4,2.3,0.6,0.3,3,0,0,0,na,-4.167420677,1.654193964
P2103,P2103.1,P2103.1,P2103.1,1,1.3,organisms,algae,,Algae.density.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,1.77,3500,1.3,na,na,na,na,na,na,na,na,na,0.00912,na,na,2500,na,na,1.85,na,na,5,11055.2614,1805.007,807.2237,5,19729.065,2021.608,904.0906,na,4.088147174,1.161974109
P4831,P4831.7,na,P4831.3,1,1.3,organisms,algae,,Chlorophyll.concentration.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Fusconaia.flava,Fusconaia,Unionida,native,na,0.25,na,0.61,na,na,na,na,na,na,17,na,na,na,na,na,8,na,32,na,na,na,10,0.025,0.0022,0.001,10,0.015,0.0022,0.001,4831.3,-2.45601173,0.462953366
P4831,P4831.6,na,P4831.2,1,1.3,organisms,algae,,Chlorophyll.concentration.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Amblema.plicata,Amblema,Unionida,native,na,0.25,na,0.61,na,na,na,na,na,na,17,na,na,na,na,na,8,na,32,na,na,na,10,0.02,0.0022,0.001,10,0.015,0.0022,0.001,4831.2,-1.429618768,0.27884021
P4831,P4831.5,na,P4831.1,1,1.3,organisms,algae,,Chlorophyll.concentration.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Ortmanniana.ligamentina,Ortmanniana,Unionida,native,na,0.25,na,0.61,na,na,na,na,na,na,17,na,na,na,na,na,8,na,32,na,na,na,10,0.017,0.0022,0.001,10,0.015,0.0022,0.001,4831.1,-1.12108513,0.245862283
P4831,P4831.8,na,P4831.4,1,1.3,organisms,algae,,Chlorophyll.concentration.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Obliquaria.reflexa,Obliquaria,Unionida,native,na,0.25,na,0.61,na,na,na,na,na,na,17,na,na,na,na,na,8,na,32,na,na,na,10,0.03,0.0335,0.015,10,0.015,0.0022,0.001,4831.4,-1.077782992,0.247817364
P1087,P1087.2,P1087.2.1,P1087.2,1,1.4,organisms,bacteria,,Ciliate.content.removal.system,1,USA,USA,NorthAm,Lab,Lab,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,19,na,na,0,na,na,na,na,6,na,na,na,na,na,15,0.79,na,2.22,na,na,8,51.4,83.3,11.62,6,0,0,0,1087.2,-1.242908762,0.340928665
P453,P453.2,na,P453.1,1,1.4,organisms,bacteria,,Amoebae.density.FB,1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,950000,na,na,4.3,9.1,16.8,na,0.07,na,6.89,1,7.9,na,na,na,na,na,na,na,na,anova,N,24,2.2,1.15,0.78,22,2.76,1.63,0.49,453.1,-0.045845347,0.102769506
P2780,P2780.1,P2780.1.1,P2780.1,1,1.4,organisms,bacteria,,Bacteria.concentration.FB,1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,Y,Dreissena.spp,Dreissena,Myida,non.native,na,na,na,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6,7.6831,1.146,0.4679,6,6.3459,0.4093,0.1671,na,1.434481085,0.369762668
P2780,P2780.1,P2780.1.3,P2780.2,1,1.4,organisms,bacteria,,Bacteria.density.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Independent,Y,Dreissena.spp,Dreissena,Myida,non.native,na,na,na,1.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12,0.8067,0.6386,0.2607,12,0.515,0.5735,0.2341,2780.2,-0.569889589,0.186379931
P2584,P2584.1,P2584.1.1,P2584.1,1,1.4,organisms,bacteria,,Ciliates.abundance.system,-1,USA,USA,NorthAm,Lab,Lake,LakeLab,Independent,N,Several,Several,Several,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,114,23.84,20.5891,3.34,354,43.33,66.9147,6.16,2584.1,0.713299487,0.021683897
P960,P960.1,P960.1,P960.1,1,1.4,organisms,bacteria,,Bacteria.abundance.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.8,1600,2,na,na,na,na,na,na,22.5,na,na,16.1,na,na,2928,1.464,1.464,1.25,anova,Y,2,1.9207,0.2852,0.2017,2,2.4024,0.388,0.2744,na,0.808386594,0.408216723
P4214,P4214.1,na,P4214.1,1,1.4,organisms,bacteria,,Bacteria.concentration.FB,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,38,na,na,na,na,na,na,na,18,na,1,na,na,na,na,na,na,0.2,na,na,238,1700,370,23.9835,238,0,0,0,na,6.487451333,0.052585835
P1087,P1087.3,P1087.3.1,P1087.2,1,1.4,organisms,bacteria,,Bacteria.content.removal.system,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,19,na,na,0.00037,na,na,na,na,6,na,na,na,na,na,15,0.789,na,2.22,na,na,4,14.4,11.2,5.6,3,0,0,0,na,1.397768426,0.553219784
P2084,P2084.1,P2084.1.1,P2084.1,1,1.4,organisms,bacteria,,Bacteria.formation.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Anodonta.californiensis,Anodonta,Unionida,native,na,na,0.2,na,na,na,na,na,na,na,15,na,na,na,na,na,1,5,na,4.3,anova,Y,15,0.3,0.17,0.04,4,2.61,0.47,0.27,na,8.806398971,2.329802891
P2084,P2084.2,P2084.2.1,P2084.2,1,1.4,organisms,bacteria,,Bacteria.formation.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,0.2,na,na,na,na,na,na,na,15,na,na,na,na,na,1,5,na,1.6,anova,Y,15,0.17,0.2,0.05,4,2.2,0.76,0.38,na,5.280105296,1.02261471
P4299,P4299.5,na,P4299.1,1,1.4,organisms,bacteria,,Clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Lampsilis.ovata,Lampsilis,Unionida,native,na,na,0.2,na,na,na,na,na,na,na,22,na,na,na,na,na,na,na,na,na,na,na,3,5.9,2.4942,1.44,1,0,0,0,na,1.35170739,0.663763258
P4299,P4299.6,na,P4299.3,1,1.4,organisms,bacteria,,Clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Leaunio.lienosus,Leaunio,Unionida,native,na,na,0.2,na,na,na,na,na,na,na,22,na,na,na,na,na,na,na,na,na,na,na,3,6.56,2.2517,1.3,1,0,0,0,na,1.664773917,0.781808174
P4299,P4299.9,na,P4299.2,1,1.4,organisms,bacteria,,Clearance.rate,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,Y,Cyclonaias.tuberculata,Cyclonaias,Unionida,native,na,na,0.2,na,na,na,na,na,na,na,22,na,na,na,na,na,na,na,na,na,na,na,3,19.17,3.5334,2.04,1,0,0,0,na,3.100211047,1.636787717
P1694,P1694.1,P1694.1.1,P1694.1,1,1.4,organisms,bacteria,,Human.pathogen.excretion.FB,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,38,na,na,na,na,na,na,na,na,na,na,na,na,na,200,5.263157895,na,2,na,na,300,87.6,66.6,12.1594,300,0,0,0,1694.1,-2.190235605,0.037589732
P2084,P2084.3,P2084.3.1,P2084.3,1,1.4,organisms,bacteria,,Bacteria.formation.system,-1,USA,USA,NorthAm,Field,River,RiverField,Independent,Y,Several,Several,Several,na,na,na,na,0.23,na,na,na,na,na,3.4,14.9,7.6,na,na,na,na,na,na,5.2,4.3,anova,Y,3,0.05,0.04,0.02,1,0.5,0,0,na,6.428571429,5.601190476
P463,P461.1,P463.1.1,P461.1,1,1.4,organisms,bacteria,,Nitification.genes.abundance.system,-1,USA,USA,NorthAm,Field,River,RiverField,Independent,N,Unio.spp,Unio,Unionida,native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4,5.5955,1.3241,0.6621,5,36,8,3.5777,na,4.423826979,1.442791397
P3963,P3963.2,P3963.2.1,P3963.1,1,1.4,organisms,bacteria,,Bacteria.density.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,36.7,1.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3800,1.7,t.test,Y,4,10,2,1,4,478.0328,337.7633,168.8816,na,1.704014848,0.559550996
P3963,P2963.2,P3963.2.2,P2963.1,1,1.4,organisms,bacteria,,Bacteria.density.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,36.7,1.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3800,1.7,t.test,N,4,4,1,0.5,4,7.655,2.339,1.1695,na,1.766938728,0.573201363
P2874,P2874.1,P2874.1.1,P2874.1,1,1.5,organisms,invasive,,FB.survival.system,-1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,0.05,na,na,na,na,na,na,na,20,na,na,na,na,na,1,20,na,2.25,t.test,Y,3,47,25.9808,15,3,688.6792,65.3604,37.7358,na,10.32173489,9.304850926
